"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"48","17213246","Cdk15","271697","cyclin-dependent kinase 15",0.0738987109998996,4.15412956179781,0.633480073257419,0.536777724033588,0.655757615147885,-7.40927198479747
"49","17213295","Nop58","55989","NOP58 ribonucleoprotein",0.473789631875649,10.2404952802578,3.79394017269428,0.00202137900470638,0.00697585346612669,-2.35209584519046
"50","17213313","Snord70","100217459","small nucleolar RNA, C/D box 70",-0.216170809293031,10.1148793610307,-1.05714598909816,0.308599131988342,0.436659754308493,-7.04605516249437
"51","17213321","Bmpr2","12168","bone morphogenetic protein receptor, type II (serine/threonine kinase)",-0.225013021674048,9.2489135771487,-1.4860496535976,0.159749883262257,0.263871395264457,-6.52520367180671
"52","17213338","Fam117b","72750","family with sequence similarity 117, member B",0.0852606501687525,7.47468185944663,0.928448918676552,0.369129259468973,0.497179270116595,-7.17359414150253
"53","17213349","Carf","241066","calcium response factor",-0.312153509796094,4.80128940177988,-2.16539805233342,0.048382587594,0.0985918647196102,-5.46225655512933
"54","17213428","Cyp20a1","77951","cytochrome P450, family 20, subfamily a, polypeptide 1",-0.0500955879768696,8.90409098671991,-0.450768398113563,0.659157336414016,0.760156227614316,-7.51297665269921
"55","17213446","Abi2","329165","abl-interactor 2",-0.395240897975659,7.18452039008612,-3.58291552258218,0.0030608040119004,0.00989599397479509,-2.77044325876395
"56","17213462","Cd28","12487","CD28 antigen",-1.18261530384828,7.93187570020131,-8.31165409550653,9.67959978376015e-07,1.52205990300544e-05,5.55933669068038
"57","17213548","Nrp2","18187","neuropilin 2",0.739582431577901,10.9208773311577,6.21829909188995,2.39245772736943e-05,0.000190817296356335,2.213578027708
"58","17213593","Snora41","100217464","small nucleolar RNA, H/ACA box 41",0.45009629671693,5.82850846283543,2.95958855292095,0.0104807349999466,0.0276852219509171,-3.99499788690496
"59","17213608","Adam23","23792","a disintegrin and metallopeptidase domain 23",-0.148299938277344,4.76579856637504,-1.5412235906503,0.145874156342119,0.245961896904041,-6.44860452325949
"60","17213687","Ccnyl1","227210","cyclin Y-like 1",0.348224834818117,6.42728717554086,2.42943792943963,0.0293962665962845,0.0656648147570247,-4.99346896211051
"61","17213702","Pikfyve","18711","phosphoinositide kinase, FYVE type zinc finger containing",-0.43700587346272,8.015246045614,-4.59368564882823,0.000432763637439338,0.00196564590742917,-0.781071770562747
"62","17213880","Rpe","66646","ribulose-5-phosphate-3-epimerase",0.192484226174145,8.45044911164062,1.68720847379889,0.114023972000396,0.201272132072591,-6.23666530344073
"63","17214018","Gm8883","667931","predicted gene 8883",0.0428021849976927,6.34853658396589,0.251799951439893,0.804906599864421,0.869177260235715,-7.58704266293921
"64","17214045","Tmem169","271711","transmembrane protein 169",0.232877184247433,4.88066363025916,1.6573552287033,0.119995353084273,0.209650673761411,-6.28105818124719
"65","17214053","Xrcc5","22596","X-ray repair complementing defective repair in Chinese hamster cells 5",-0.333252544915275,7.31760369898625,-2.11120163427744,0.0534932012495229,0.106612697500297,-5.5553177012456
"66","17214162","Gpbar1","227289","G protein-coupled bile acid receptor 1",0.324322585479202,4.75017616655983,2.77795319600579,0.0149702499859185,0.0374944680876412,-4.34368908874336
"67","17214166","Pnkd","56695","paroxysmal nonkinesiogenic dyskinesia",-0.26657148484004,6.84721433677051,-2.57786602976019,0.0220955375285926,0.0516280676028855,-4.72038783243447
"68","17214197","Slc11a1","18173","solute carrier family 11 (proton-coupled divalent metal ion transporters), member 1",0.511591926683248,11.3739725014442,6.10848637453665,2.87682171962502e-05,0.000219168340822295,2.02184324488163
"69","17214220","Ctdsp1","227292","CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase 1",-0.468219935862854,7.61649052635879,-4.76920157838279,0.000311309778511715,0.00148847317084093,-0.442655257499151
"70","17214257","Cnot9","58184","CCR4-NOT transcription complex, subunit 9",-0.170862899868611,9.58269501049845,-2.22921585563074,0.0429493175910713,0.0895300492999681,-5.35120274679723
"71","17214293","Bcs1l","66821","BCS1-like (yeast)",-0.0679841671300156,7.28245997672115,-0.665219202120699,0.516873746946478,0.638472292362134,-7.38787651951979
"72","17214368","Cyp27a1","104086","cytochrome P450, family 27, subfamily a, polypeptide 1",-0.512956849687635,7.33527286537599,-5.45863016195484,8.86362745119738e-05,0.000540203378027706,0.854103754459503
"73","17214380","Wnt6","22420","wingless-type MMTV integration site family, member 6",0.831415922675695,6.45832765485132,7.3917715765936,3.69611668139145e-06,4.46440222544681e-05,4.16017288443367
"74","17214593","Stk11ip","71728","serine/threonine kinase 11 interacting protein",-0.410081846846665,6.87862938828651,-3.24483908421924,0.00596830935656271,0.0172401838742368,-3.43831613420168
"75","17214722","Mrpl44","69163","mitochondrial ribosomal protein L44",0.365411462453388,7.09104824300722,3.65205345602133,0.00267113527410227,0.0088072489967786,-2.63339630533203
"76","17214759","Rhbdd1","76867","rhomboid domain containing 1",0.000998308130988335,8.8241748955325,0.00991393149075602,0.992231841363225,0.99505540033597,-7.62083084776372
"77","17214883","Fbxo36","66153","F-box protein 36",-0.279753252083383,6.0611350186316,-2.47943836777163,0.0267107299917051,0.060546342557815,-4.90215865524631
"78","17214892","A530040E14Rik","621875","RIKEN cDNA A530040E14 gene",-0.14623283804424,7.68250184889663,-1.11838022223671,0.282494250669825,0.409688466657691,-6.98043314229615
"79","17214910","Gm2427","100039794","predicted gene 2427",0.196657525078842,7.28262780364289,1.31225568147134,0.210840868883437,0.326901564565391,-6.75288618431713
"80","17214924","Sp140","434484","Sp140 nuclear body protein",0.0976936000572719,7.32615240775468,0.815465666199048,0.428655467801127,0.555368906201142,-7.27346325300853
"81","17214948","Sp100","20684","nuclear antigen Sp100",0.665614593971128,10.0270610431128,6.81152545988977,9.09418486458459e-06,8.85906691442704e-05,3.22093214779604
"82","17214983","Cab39","12283","calcium binding protein 39",-0.311910388468021,9.79499904096197,-2.45160003241063,0.0281755319854918,0.0632682204366871,-4.95308640936816
"83","17215029","2810459M11Rik","72792","RIKEN cDNA 2810459M11 gene",-0.0659746001706543,6.05536553275617,-0.551263937918968,0.590266748355046,0.703319031303715,-7.46007949158508
"84","17215115","Ptma","19231","prothymosin alpha",-0.117022280072675,11.8108018100796,-0.980549662924749,0.343692359167237,0.472478412980936,-7.12369106893782
"85","17215309","Inpp5d","16331","inositol polyphosphate-5-phosphatase D",-0.409116328783131,9.17088974599822,-4.34693356319761,0.000691743931224849,0.00288797065642374,-1.2614973394807
"86","17215372","Scarna6","100217415","small Cajal body-specific RNA 6",-0.0872280218423782,9.26493620337018,-0.269306327930319,0.791678436455552,0.860788659311291,-7.58218630167865
"87","17215565","Sh3bp4","98402","SH3-domain binding protein 4",0.391712903111709,5.93686760969187,3.88652198342262,0.00168633495026361,0.00603154190270406,-2.16866716488292
"88","17215705","Ube2f","67921","ubiquitin-conjugating enzyme E2F (putative)",0.683979630224181,7.03758299684023,6.96530831526295,7.1326504676013e-06,7.43160155676511e-05,3.47425773560781
"89","17215720","Scly","50880","selenocysteine lyase",-0.415239309094567,9.28819932625907,-3.66129569336738,0.00262299336243422,0.00866281876204156,-2.61507253111491
"90","17215788","Asb1","65247","ankyrin repeat and SOCS box-containing 1",0.441226240044792,6.83556758234506,4.82441516448814,0.000280881020835419,0.00136809609416666,-0.336829302195123
"91","17215832","Mir149","387167","microRNA 149",-0.120003189119432,5.71067953544176,-0.822660727035577,0.424687568519222,0.551550666160559,-7.26745089600572
"92","17215839","Rnpepl1","108657","arginyl aminopeptidase (aminopeptidase B)-like 1",-0.572911975742411,8.39793183260563,-6.02886868371715,3.29169545074013e-05,0.000244975744663157,1.88180602913098
"93","17215873","Gpr35","64095","G protein-coupled receptor 35",-0.0660134776871519,5.05824388319737,-0.756547665660112,0.462041238729443,0.588845191637303,-7.32088110486283
"94","17216096","D2hgdh","98314","D-2-hydroxyglutarate dehydrogenase",-0.241324151325514,6.18333334464267,-2.01480207311408,0.0638367416374737,0.123494786401461,-5.71781392192726
"95","17216113","Gal3st2","381334","galactose-3-O-sulfotransferase 2",0.0442497879811601,5.63959721637096,0.329466452125024,0.746750122158012,0.828477774416416,-7.56304147314766
"96","17216158","Fam174a","67698","family with sequence similarity 174, member A",-0.284960471135769,6.81688127350441,-1.64748971213114,0.122027666235535,0.212665982425129,-6.29561254535725
"97","17216201","Gin1","252876","gypsy retrotransposon integrase 1",-0.118190755483355,5.57635711224368,-0.820066022965936,0.426115726679751,0.553045779579374,-7.2696246123103
"98","17216339","Tnfrsf11a","21934","tumor necrosis factor receptor superfamily, member 11a, NFKB activator",-0.457216093748175,8.29497875816397,-3.57158366103305,0.0031299455123993,0.0100868765813794,-2.79289892774728
"99","17216353","Zcchc2","227449","zinc finger, CCHC domain containing 2",0.150098014249885,7.87674940851073,1.29496350369689,0.216578196515483,0.334326198228359,-6.77435430783395
"100","17216478","Serpinb8","20725","serine (or cysteine) peptidase inhibitor, clade B, member 8",0.44371080766143,5.64135713051587,2.43784688242499,0.0289272522428909,0.0647136550362807,-4.97816370733784
"101","17216753","Mgat5","107895","mannoside acetylglucosaminyltransferase 5",-0.25194975831846,9.1244095719981,-2.440781940155,0.0287652366889473,0.0643993023181925,-4.97281663208435
"102","17216809","Rab3gap1","226407","RAB3 GTPase activating protein subunit 1",-0.104174517298947,8.34310228900096,-0.848091291222062,0.410855348263309,0.538758792913862,-7.24581795667794
"103","17216836","R3hdm1","226412","R3H domain containing 1",-0.116762646820192,9.67882110777845,-1.24308053569677,0.234542859882504,0.354119413754679,-6.83741854112762
"104","17217022","Fam72a","108900","family with sequence similarity 72, member A",0.503745320609974,6.34962638438085,5.48671937281173,8.43266753278668e-05,0.000519220053329136,0.905721966759041
"105","17217116","Rab29","226422","RAB29, member RAS oncogene family",0.196303005363791,8.40072764429795,1.93082801616003,0.074309619596835,0.140748950681201,-5.85597267267285
"106","17217232","Tmem81","74626","transmembrane protein 81",-0.402741160424667,4.90003287328955,-3.26162842092134,0.00577345884399166,0.016806993165381,-3.40530065698056
"107","17217247","Pik3c2b","240752","phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 beta",0.0686338278403698,4.87424739441591,0.645515545123524,0.529179943885271,0.648990182971681,-7.40127464611807
"108","17217283","Ppp1r15b","108954","protein phosphatase 1, regulatory subunit 15B",0.173257192012123,9.37314486635178,1.87061201799796,0.082754964449691,0.154498283583078,-5.95296142550165
"109","17217383","Chit1","71884","chitinase 1 (chitotriosidase)",-0.187219031194369,4.40513996943199,-1.74917010768601,0.102454849896829,0.1843497164262,-6.14288182889973
"110","17217455","Adipor1","72674","adiponectin receptor 1",-0.409885424491986,9.50191108243398,-4.7983342665206,0.000294851147077402,0.00141883792943029,-0.386778480527465
"111","17217500","Kdm5b","75605","lysine (K)-specific demethylase 5B",0.677337475417171,7.35890047917937,6.54335870806413,1.39981613091432e-05,0.000125543389824965,2.77150356849143
"112","17217552","Ube2t","67196","ubiquitin-conjugating enzyme E2T",-0.398175066946753,6.59345323299839,-2.64184127246803,0.0195189571677598,0.046348819814526,-4.60091982644281
"113","17217566","Ptpn7","320139","protein tyrosine phosphatase, non-receptor type 7",-0.216091506417175,8.53406613644574,-2.14614792528329,0.0501434241454665,0.101440503396954,-5.49544604264929
"114","17217651","Tnnt2","21956","troponin T2, cardiac",0.655966528516382,6.41322969936826,5.74668336970919,5.34392954548724e-05,0.000360534706160068,1.37860886332403
"115","17217728","Kif21b","16565","kinesin family member 21B",-0.688676120601906,8.16143659807245,-4.95408409360589,0.000220933287678914,0.0011322594751791,-0.0895644613200623
"116","17217789","Kif14","381293","kinesin family member 14",-0.737186588079181,6.77610529429672,-6.60143205987124,1.27393794945371e-05,0.000115990307829441,2.86966119052649
"117","17217821","Zfp281","226442","zinc finger protein 281",0.341665979670636,7.99372469430248,3.39826599297058,0.00440687376118657,0.0133963540764299,-3.13589693408298
"118","17217825","Gm19705","100503460","predicted gene, 19705",-0.0295486483356573,5.00356926258535,-0.289220330366762,0.776711924691664,0.850846798469146,-7.57626968721881
"119","17217854","Dennd1b","329260","DENN/MADD domain containing 1B",-0.236935248329308,7.82354548426937,-2.66312629904439,0.0187280953011713,0.0448262161203823,-4.5609581644679
"120","17217901","Zbtb41","226470","zinc finger and BTB domain containing 41",0.174058775117885,8.18804630540128,1.2825613610372,0.220769461718651,0.338789360132651,-6.7896141450712
"121","17217914","Aspm","12316","abnormal spindle microtubule assembly",-0.898633833295938,7.03047906169053,-6.70850285704263,1.07206534178573e-05,0.000101465141589862,3.0494310886639
"122","17218027","Uchl5","56207","ubiquitin carboxyl-terminal esterase L5",-0.144520926182539,9.87586287547221,-1.07168467897986,0.302245414560205,0.429903200054651,-7.03075687148857
"123","17218060","Ptgs2","19225","prostaglandin-endoperoxide synthase 2",5.12692310122319,10.2876696209053,26.75054575673,2.74063685115126e-13,1.49265048865884e-10,20.8879875271954
"124","17218149","Ivns1abp","117198","influenza virus NS1A binding protein",-0.0797193302584009,8.33652319311711,-0.585073357035898,0.567941713144387,0.685166895579546,-7.4399979091762
"125","17218168","Trmt1l","98685","tRNA methyltransferase 1 like",0.0380415838671304,8.89504461882049,0.31503023551177,0.757451430328015,0.836169434143199,-7.5679815774854
"126","17218186","Fam129a","63913","family with sequence similarity 129, member A",-0.171065748370012,8.48631110347757,-1.96341020292936,0.0700731369928695,0.13395282824642,-5.80275785277528
"127","17218209","Edem3","66967","ER degradation enhancer, mannosidase alpha-like 3",-0.340597043844905,8.23730386598242,-2.45929438815006,0.0277631581615874,0.0626001693373568,-4.93903254184322
"128","17218305","Rgs8","67792","regulator of G-protein signaling 8",-0.0359189191582772,4.92666661895429,-0.28216175444105,0.782006661470674,0.855083392748824,-7.57841456885724
"129","17218328","Rnasel","24014","ribonuclease L (2', 5'-oligoisoadenylate synthetase-dependent)",-1.95448085975311,7.41189953685571,-19.4762100433538,1.96475840658952e-11,3.79705406899284e-09,16.7021825537405
"130","17218366","Stx6","58244","syntaxin 6",0.373216715372189,9.70833453611609,4.1290511080163,0.00105214242016875,0.00408514921531496,-1.6894330717209
"131","17218393","Tor1aip2","240832","torsin A interacting protein 2",0.204328658562963,8.32334733044775,2.31890705327166,0.0362749848741242,0.0780055399787789,-5.19260915679223
"132","17218620","Rc3h1","381305","RING CCCH (C3H) domains 1",0.269213296592822,9.1594936120321,2.66788997832684,0.0185554013390569,0.0445374236467508,-4.55200051638309
"133","17218682","Cenpl","70454","centromere protein L",-0.363190284518777,5.58573073578055,-2.70136713762404,0.0173846583265357,0.042303610087033,-4.48890860195124
"134","17218736","Vamp4","53330","vesicle-associated membrane protein 4",-0.4633817976856,5.66584142690057,-2.93714550337877,0.0109540523913128,0.028745391097834,-4.03837110632552
"135","17218752","Myoc","17926","myocilin",0.171870118253734,3.80777098090018,1.44971049897302,0.169482231364499,0.275924557051291,-6.57454952426969
"136","17218765","Kifap3","16579","kinesin-associated protein 3",-0.371714747184342,7.25188195685863,-4.25595724691389,0.000823665118008537,0.00332742934726173,-1.43981149344498
"137","17218813","Mettl18","69962","methyltransferase like 18",-0.0365243255311078,5.63785434789176,-0.273181830406277,0.788758864404294,0.859095786386756,-7.58106755811624
"138","17218889","Slc19a2","116914","solute carrier family 19 (thiamine transporter), member 2",-0.259035589155972,6.70418068959915,-2.70416150427231,0.0172902487874578,0.0421594955171589,-4.48363128418799
"139","17218907","Nme7","171567","NME/NM23 family member 7",-0.482241371920161,6.77970789874471,-3.85510297013417,0.00179318716507162,0.00633804383831509,-2.23089689182054
"140","17218955","Mpc2","70456","mitochondrial pyruvate carrier 2",-0.109192481264248,6.32043511702565,-0.946846565588171,0.360001716843894,0.487333392200858,-7.15624529949917
"141","17219005","Creg1","433375","cellular repressor of E1A-stimulated genes 1",0.257491320081007,10.7885871325269,2.04666230311661,0.0602303032552359,0.117652346528242,-5.66455369200578
"142","17219079","Fam78b","226610","family with sequence similarity 78, member B",-0.377999176157476,6.46423042005171,-2.30225936709313,0.0374347750199049,0.0800398776389187,-5.22225809130452
"143","17219086","Tmco1","68944","transmembrane and coiled-coil domains 1",-0.140663600996151,9.14876896865571,-1.30463688169971,0.213353475525751,0.330369778204905,-6.76237224683134
"144","17219096","Aldh9a1","56752","aldehyde dehydrogenase 9, subfamily A1",-0.381131672645944,9.62987333184927,-4.18829664083551,0.000938332036272872,0.00371115005145171,-1.5727799527392
"145","17219156","3110045C21Rik","67303","RIKEN cDNA 3110045C21 gene",-0.126962313732161,4.9453444635643,-0.970643257090312,0.348430972066576,0.476695582016638,-7.13336289459929
"146","17219199","Fcgr4","246256","Fc receptor, IgG, low affinity IV",0.0572667937788989,9.79029902117566,0.433671763619235,0.671228908356465,0.770222637418805,-7.5209525317961
"147","17219248","Adamts4","240913","a disintegrin-like and metallopeptidase (reprolysin type) with thrombospondin type 1 motif, 4",0.34466070410338,4.78785495546847,2.23170969777838,0.0427490715896306,0.0892679288579563,-5.34683195140079
"148","17219264","B4galt3","57370","UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 3",0.108421437965115,8.84665243467171,0.938808306231175,0.363970175045367,0.491556654350044,-7.1638621567297
"149","17219299","Pfdn2","18637","prefoldin 2",0.288221906099317,8.12895357427292,3.02480394257681,0.00921693099660816,0.0248508702073265,-3.86856138103863
"150","17219308","Nectin4","71740","nectin cell adhesion molecule 4",-0.358687649535423,5.90518611423769,-2.64044251919293,0.0195720474184355,0.0464563878783656,-4.60354228359795
"151","17219362","F11r","16456","F11 receptor",0.332908172215976,6.93198793226058,2.69527474984439,0.0175922349533323,0.0427046513798274,-4.50040862267479
"152","17219407","Slamf1","27218","signaling lymphocytic activation molecule family member 1",0.138705255313202,4.14910337038824,1.41690006685593,0.17868920967698,0.287853470065821,-6.61833030470579
"153","17219418","Cd84","12523","CD84 antigen",-0.949597562334856,7.65360959534224,-7.42520755859087,3.51394363005633e-06,4.27886916416005e-05,4.21293115348784
"154","17219499","Dcaf8","98193","DDB1 and CUL4 associated factor 8",-0.229048563867869,7.85395220497907,-2.45487206639484,0.0279994586568798,0.0629436235697437,-4.94711208401424
"155","17219536","Kcnj10","16513","potassium inwardly-rectifying channel, subfamily J, member 10",-0.0386729229707665,6.05074831653687,-0.382991839038543,0.707560098131043,0.797702775292262,-7.54282806250917
"156","17219546","Slamf9","98365","SLAM family member 9",0.030764322191124,7.79313804377003,0.338474578193137,0.740099801762124,0.823998868678105,-7.55984850308853
"157","17219623","Crp","12944","C-reactive protein, pentraxin-related",-0.0890821490953062,3.66961188462272,-0.634296306840197,0.536260527607729,0.655526794714936,-7.40873409861591
"158","17219639","Olfr418","258645","olfactory receptor 418",-0.233832169815211,3.73867823394736,-1.97336529348135,0.068823299006237,0.131689678807527,-5.7863986247535
"159","17219643","Aim2","383619","absent in melanoma 2",-0.39801133068714,8.91298918131156,-3.73518656294846,0.00226837313755592,0.00764762153466376,-2.46856879049948
"160","17219662","Ifi209","236312","interferon activated gene 209",1.22795541626312,6.86917777466909,5.75946409866985,5.22667751859787e-05,0.00035381949168271,1.40162937264612
"161","17219670","Ifi208","100033459","interferon activated gene 208",0.468532256808148,3.80035192844751,2.89644322880071,0.0118667613286076,0.0307765225626356,-4.11683750753215
"162","17219762","Olfr414","258756","olfactory receptor 414",-0.0663049114417067,5.57108532142459,-0.420748025312357,0.680417336996625,0.776453383989863,-7.52678249718721
"163","17219848","Exo1","26909","exonuclease 1",-0.721009430101605,7.17851704229936,-7.4767799269903,3.25131466316451e-06,4.07502639058966e-05,4.2940191707395
"164","17219978","Cox20","66359","cytochrome c oxidase assembly protein 20",-0.346647279612309,8.27931596109843,-1.1747350279778,0.259972178639498,0.383335791835892,-6.91732993891633
"165","17219988","Efcab2","68226","EF-hand calcium binding domain 2",0.167716073788512,4.44518196342269,1.29255810688271,0.217386084213119,0.335227807083861,-6.77732295475872
